OBJECTID,id,created,updated,source,species,family,genus,native_ran,max_height,tree_shape,foliage_ty,density_in,longevity,dbh_lo,dbh_hi,height_lo,height_hi,stems,trunks,canopy,zip,place,county,cz,lat_NAD83,long_NAD83
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742525.5959999999,400911.4600000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742524.7969999998,400947.2709000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742524.4320000000,400984.9037000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742503.4190000002,400966.8575000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742512.6850000001,400931.2624000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742500.1800000002,400912.7412000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742504.5359999998,400894.8016000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742501.4950000001,401007.1236000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742509.2330000000,401014.1684000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742633.5770000000,400892.3592000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742626.6269999999,400890.3316000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742640.6730000000,400879.3599000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742632.5929999999,401016.2796000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742640.2300000000,400992.3953000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742641.5279999999,400952.7298000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742626.2239999999,400938.2182000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742626.7330000000,400943.2413000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742626.5370000000,400949.0940000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742619.2560000001,400938.0112000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735864.2599999998,396100.4596000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735845.9219999998,396079.6520000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735839.9210000001,396080.4304000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735843.9410000001,396082.6995000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735844.9800000000,396076.1581000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735865.0600000001,396061.0190000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735869.5950000002,396067.7537000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735869.6650000000,396074.8634000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735832.6439999999,396025.7179000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735786.4339999999,396047.4346000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735780.7370000002,396045.5674000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735778.5950000002,396050.8437000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735783.1719999998,396053.2575000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735794.0520000001,396052.5264000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735791.5170000000,396040.7929000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735796.8139999998,396040.7047000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735833.5070000002,395995.8700000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735757.8750000000,395959.2015000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735754.8620000002,395968.0934000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735752.9410000001,395979.3657000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735746.0759999999,395982.9236000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735740.7910000002,395981.7574000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735735.3590000002,395981.2867000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735742.8139999998,396017.6010000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735742.0350000001,396026.0964000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735739.9860000000,396036.1129000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735736.6800000002,396046.5354000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735734.0010000002,396064.0730000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3735875.6540000001,396006.9498000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737549.6150000002,392048.8740000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737553.3040000000,391982.6969000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737531.3560000001,391977.4754000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737523.0800000001,391977.3954000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737496.4530000002,391960.5850000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737468.9139999999,392083.1608000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737475.0750000002,392076.6861000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737483.5660000001,392076.9860000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737500.3399999999,392076.7124000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737447.5440000002,392085.7857000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737449.8210000000,392052.9192000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737555.6919999998,391960.9395000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737561.3610000000,391960.3408000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737551.9810000001,392006.8605000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737559.6560000000,392001.4895000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737565.1260000002,391998.9287000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737467.4430000000,392100.1353000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737499.2400000002,391987.6893000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737450.2379999999,391987.9185000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737450.2659999998,391994.1636000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737449.3110000002,392022.1114000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737449.4980000001,392028.7206000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737551.5690000001,392076.5541000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737541.6340000001,392076.8501000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3737561.7330000000,392066.0670000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738903.1239999998,393046.7404000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738865.0010000002,393115.6011000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738908.8980000000,393116.0256000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738855.0329999998,393039.6785000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738855.0630000001,393045.1989000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738855.0000000000,393034.4090000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738938.0510000000,393142.0357000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738937.7940000002,393126.3104000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738936.4440000001,393118.1297000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738930.0299999998,393042.3122000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738929.5839999998,393046.1876000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738927.8900000001,393052.5012000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738899.8879999998,393097.5611000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738920.3500000001,393156.5664000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738927.0850000000,393156.8356000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738932.3960000002,393156.6828000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738880.1790000000,393033.9834000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738837.5299999998,393111.1863000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738817.4780000001,393110.0368000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738955.2670000000,393174.2999000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3738953.0929999999,393041.7348000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742851.6919999998,399141.9185000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742845.2640000000,399025.6714000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742871.5430000001,399032.0519000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742799.7510000002,399174.8357000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742026.6200000001,399601.3049000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742010.2900000000,399614.2148000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742015.3210000000,399621.0591000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742005.0989999999,399623.9656000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741990.7510000002,399621.2129000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741976.2190000000,399623.9470000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741994.1869999999,399630.7859000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741969.2919999999,399624.0105000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741969.6159999999,399631.0705000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741973.5030000000,399593.9945000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741973.3520000000,399582.6237000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741987.7960000001,399602.4967000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741977.7949999999,399609.5873000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741965.9879999999,399573.9273000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741961.0649999999,399569.4364000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741949.1979999999,399553.3782000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741956.7519999999,399542.6048000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741983.7230000002,399577.7583000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741958.2100000000,399494.0625000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741940.6880000001,399532.2804000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741930.7810000000,399543.2106000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742016.8810000001,399487.0760000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3742018.1460000002,399504.0361000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741894.9770000000,399529.3870000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741913.8870000001,399579.8012000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741924.7719999999,399615.4359000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741921.8900000001,399617.8582000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741879.9700000002,399560.8911000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741994.1120000002,399560.9766000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3741997.9029999999,399485.8711000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745143.6970000002,395761.7495000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745122.9380000001,395763.7817000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745113.9240000001,395706.2647000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745118.5019999999,395727.6857000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745118.7689999999,395733.1121000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745154.1120000002,395707.6113000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745152.0800000001,395719.7157000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745153.1990000000,395735.9982000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745159.5580000002,395738.2932000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745156.9190000002,395747.2012000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745192.9249999998,395719.1543000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745170.7829999998,395765.2025000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745186.7030000002,395768.5474000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745207.7740000002,395767.1563000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745104.3390000002,395785.6558000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745125.7629999998,395786.5169000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745134.2609999999,395786.2072000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745140.7779999999,395787.9693000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745153.8160000001,395786.8868000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745158.5079999999,395787.3407000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745164.2250000001,395787.3961000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745182.1860000002,395788.1828000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745190.3450000002,395789.0787000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745230.9939999999,395787.6349000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745214.9479999999,395736.6350000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745193.2289999998,395660.0559000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745215.3930000002,395669.6636000001
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745215.9130000002,395679.2658000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745215.5030000000,395700.4980000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745215.5940000000,395712.1380000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745213.2680000002,395762.5514000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745108.1200000001,395782.3601000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745246.6979999999,395789.6248000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3745195.4610000001,395745.8390000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748084.1919999998,392925.3085000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748072.5699999998,392923.5623000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748086.9339999999,392937.3828000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748092.3950000000,392942.7448000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748135.1869999999,392930.9078000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748127.2820000001,392966.9740000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748132.6439999999,392982.5449000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748135.1960000000,393014.2202000000
"0","0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,3748130.6110000000,393023.7731000000
