id,created,updated,source,species,family,genus,native_ran,max_height,tree_shape,foliage_ty,density_in,longevity,dbh_lo,dbh_hi,height_lo,height_hi,stems,trunks,canopy,zip,place,county,cz,POINT_X,POINT_Y
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470861.91352900001,3749079.95703000017
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470852.18668200000,3749084.17326000007
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470838.60748100001,3749090.60456999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470828.28603000002,3749080.72123999987
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470821.68660900003,3749086.02946999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470819.47533500002,3749084.05333000002
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470877.22906699998,3749100.40126000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470869.12037299998,3749092.93477999978
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470871.86532799999,3749089.18059000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470870.19865400001,3749084.99940000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470885.98307100002,3749078.56126999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470868.97975300002,3749107.03661999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470866.98803900002,3749116.73741000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470872.87600699998,3749119.14314999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470803.40460299997,3749116.93252999987
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470787.61547199998,3749121.82849999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470788.03308600001,3749138.13199000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470798.33623900003,3749142.06631000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470807.72663799999,3749147.98658999987
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470814.15646799997,3749147.30579000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470820.77275300003,3749147.50578999985
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470793.38064699998,3749144.06458000001
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470788.23589000001,3749144.30070000002
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470897.25704200001,3749099.45854000002
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470905.17049200000,3749103.18008999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470904.56527999998,3749085.55506999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470906.31393499998,3749056.46553999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470903.93299399997,3749059.11682000011
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470895.18518099998,3749140.61464999989
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470894.13707000000,3749144.00229000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470903.14153600001,3749165.54993999982
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470870.79907600000,3749165.78994000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470871.25004900002,3749159.44291999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470869.36014700000,3749156.76947000017
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470826.69926500000,3749162.47037000023
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470870.40327800001,3749151.76025999989
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469018.62386200001,3749394.69747000001
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469035.71734400000,3749395.74343999987
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469057.58433400001,3749395.45190000022
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469056.27220299997,3749387.52408999996
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469076.56634399999,3749412.13566000015
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,469089.80698499997,3749363.78090000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467828.08445000002,3748818.06864000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467823.13442500000,3748821.61076000007
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467865.49898500001,3748795.68810999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467861.05040800001,3748695.33584999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467858.13193500001,3748701.83240000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467854.49583000003,3748704.80603000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467932.56842299999,3748738.61507999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467920.50112999999,3748801.84940999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467914.16486700001,3748820.23661000002
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,467898.42737300001,3748827.05839999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468140.23897800001,3748941.50685000001
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468168.13560899999,3748954.49574999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468123.67135000002,3748967.38297000015
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468127.66710299999,3748960.13977999985
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468165.39678800001,3748994.09652000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468135.16348599998,3748994.91555000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468141.74744299997,3748994.18840999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468191.83312899998,3748988.80306999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468219.48105000000,3748991.38995000022
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468241.38154899998,3748978.84575999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468241.40584500000,3748986.11671000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468240.50245199999,3748990.74677000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468236.67200100003,3748999.35260999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468240.35992999998,3749003.08607000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468230.71993899997,3748978.00002000015
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468225.43991199997,3748992.78017000016
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468222.03222699999,3748907.96235999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468197.04444999999,3748909.58825000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468126.90799199999,3748915.23035999993
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468126.32907899999,3748922.18158000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468126.94279599999,3748925.60896999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468126.72664900002,3748928.49762000004
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468112.35239700001,3748906.97620999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468120.85734599998,3748906.67702999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468132.45028900000,3748906.90879999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468142.91386400000,3748907.05423999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468144.96168100002,3748911.65012999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,468156.16613700002,3748908.27339000022
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470632.34028700000,3750347.76536000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470625.68168500002,3750347.78594999993
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470622.09430599998,3750344.10049000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470606.18023200001,3750341.78379999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470600.15638700000,3750347.71711000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470627.26279399998,3750305.81526000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470631.56996400002,3750265.60120999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470601.60266899999,3750294.57367999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470603.83753299998,3750269.61459999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470579.30442700000,3750311.27748000016
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470547.34128599998,3750317.84567999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470570.93152099999,3750345.03509999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470571.11267200002,3750341.33786999993
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470566.87751899997,3750342.50621999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470549.16345599998,3750346.25779000018
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470580.13044300000,3750266.91559999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470582.00275799999,3750249.35087000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470585.82475600002,3750239.17330999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470606.72542700003,3750206.64771999978
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470615.49274999998,3750218.53353000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470632.34708699997,3750217.03745000018
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470639.49970599997,3750193.55049999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470582.98500500002,3750220.43911000015
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470567.00480300002,3750212.54664999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470551.02671900002,3750205.37625000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470575.21206799999,3750234.12331999978
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470531.22563399997,3750215.77656000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470533.31069900002,3750266.82964000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470517.88922700001,3750264.33605000004
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470516.78548299999,3750281.20532000018
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470546.66014699999,3750284.57824999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470517.84422999999,3750311.93014999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470519.43651299999,3750328.32891000016
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470527.14115099999,3750327.61190999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470524.14930300001,3750294.81367000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470597.29598599998,3750272.63842000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470612.41904600000,3750240.93935000012
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470637.94434699998,3750208.51505000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470640.05017700000,3750204.11878000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,470639.42986899999,3750247.78702000016
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460245.37583099998,3755702.94525999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460253.24247400003,3755708.87109000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460256.92163200001,3755713.56008999981
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460280.46884500002,3755718.79298999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460283.10111900000,3755723.17270000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460292.17481100000,3755705.25816999981
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460331.32102199999,3755752.76500000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460369.95778400003,3755740.99941000016
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460361.11123799998,3755750.75867999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460351.91420399997,3755739.19309000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460339.32167700003,3755728.26896000002
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460361.26386299997,3755724.72740000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460346.32936899998,3755716.32204000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460325.10052400001,3755702.92493000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460318.60521900002,3755712.36084000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460329.35884300002,3755721.09732999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460367.24894000002,3755780.84084999980
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460329.21189899999,3755685.97214000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460374.74803900003,3755696.34463000018
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460367.51941000001,3755687.94462000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460361.47944099997,3755683.75475999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460358.79356899997,3755681.55804000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460352.13478299999,3755689.41390000004
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460369.40777799999,3755659.43467999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460318.30317000003,3755640.17862999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460301.03119399998,3755630.41563999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460317.23878100002,3755665.67440999998
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460273.64194800000,3755681.51299000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460292.86923200003,3755678.82311999984
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460257.86885999999,3755670.13803000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460252.02806799999,3755673.57474000007
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460248.47629100003,3755664.35663999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460245.86266599997,3755639.47845999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460307.69905800000,3755704.65375000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460312.83624999999,3755692.99050999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460301.12431699998,3755692.63815000001
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460301.26142599998,3755685.41162999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460282.76718000002,3755663.41007999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460286.29118499998,3755666.00466000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460320.18095900002,3755689.14616000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460244.98424999998,3755669.38915999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460291.49784099997,3755635.70771999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460243.65548299998,3755727.53103999980
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460241.64069199999,3755732.16396000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460242.07393100002,3755696.58903999999
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,460351.93644899997,3755762.01876999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455736.68375600001,3754281.24598000012
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455742.33627000003,3754276.33809000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455740.49905099999,3754272.74970000004
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455737.28306500003,3754271.99397000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455836.63042499998,3754282.28707000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455844.14176500001,3754267.19808000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455842.06492400001,3754270.34400000004
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455842.77043799998,3754253.40504000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455850.58697800001,3754247.72340000002
